Model,Partno,Specs,Manufacturer,ProductType,Category,CustomerPrice
IRC Lenovo Thinkpad L470 Notebook Bundle,PLA13308,"All IRC computers must be equipped with a valid MS Office license ($75) for access to the MS Office suite (Outlook, Excel, PowerPoint, Word) and KACE license ($69) to ensure the computer is updated regularly with security and system patches. 

Included with purchase: 
1. MS Office Pro Plus 2016
2. KACE K1000 & K2000
3. ThinkPad X470

Windows 7 Professional 64 preinstalled through downgrade rights in Windows 10 Pro
Intel HD Graphics 520
Intel Core i7-6600U Processor (4MB Cache, up to 3.40GHz)
Hardware dTPM2.0 Enabled
14.0"" HD (1366 x 768) Anti-Glare, WWAN, Non-Touch
720p HD Camera
UltraNav (TrackPoint and TouchPad) with Fingerprint Reader
8GB DDR4-2133 SODIMM
256 GB Solid State Drive, SATA3 OPAL2.0 - Capable
Intel 8260AC+BT 2x2
ThinkPad Battery 6 cell Li-Ion (47Whr) Cylindrical
45W AC Adapter
Keyboard - English
3 Year Manufacturer Warranty

Asset Tagging/Recording 
IRC Image Installation 
3 Year Planson International Warranty",Lenovo,Laptop,Non-Standard,1289
Adobe Audition CC Prorated License,ADOSOFAUDITIONCCPROR,"Subscription to Adobe Audition CC
Price shown is the prorated price for an additional license valid from today until contract renewal date",Adobe,Software,Software,134
Apple Magic Keyboard,MLA22LL/A,"Keyboard
Bluetooth
English
US",Apple,,Misc.,95
Apple Magic Mouse 2,MLA02LL/A,"Mouse
multi-touch
wireless
Bluetooth
for iMac; Mac mini (Late 2012
Late 2014
Mid 2011); Mac Pro (Mid 2012); MacBook Pro",Apple,,Misc.,75
Buffalo TeraStation 4TB 3410RN NAS Server,TS3410RN0404,"4TB Storage Capacity
4 x 1TB SATA III 3.5"" HDDs
1.4 GHz AL212 Alpine Dual-Core
1GB DDR3 RAM
2 x Gigabit Ethernet Ports
3 x USB 3.0 Type-A Ports
RAID 0, 1, 5, 6, 10, and JBOD
Supports TCP/IP & Network File Services
AES 256-Bit Volume Encryption
Windows & Mac Compatible",Other,,Networking,1138
HP 761 Black Ink Cartridge,CM991A,,HP,,Non-Standard,170
HP 761 Yellow Ink Cartridge,CM992A,,HP,,Non-Standard,189
HP 761 Magenta Ink Cartridge,CM993A,,HP,,Non-Standard,189
HP 761 Cyan Ink Cartridge,CM994A,,HP,,Non-Standard,189
HP 761 Gray Ink Cartridge,CM995A,,HP,,Non-Standard,189
HP 761 Dark Gray Ink Cartridge,CM996A,,HP,,Non-Standard,189
HP 761 - YELLOW - PRINTHEAD,CH645A,,HP,,Non-Standard,165
"HP 761 - Cyan, Magenta - Printhead",CH646A,,HP,,Non-Standard,165
"HP 761 - Gray, Dark Gray - Printhead",CH647A,,HP,,Non-Standard,165
HP 761 - Matte Black - Printhead,CH648A,,HP,,Non-Standard,165
Lenovo ThinkPad X260 Backlit US Keyboard ,04X0177,replacement keyboards for ThinkPad X250 and X260 US English,Lenovo,,Non-Standard,65
Tripp Lite Surge Protector,SUPER6OMNID,"6 Universal Outlets
750 Joules
1.8 Meter Cord/ CEE Plug
230V-250V",Other,,Misc.,21
Cisco SG300-52P Gigabit Managed PoE+ Switch,SG300-52P-K9-NA,"50 x 10/100/1000 Ports
48 x PoE+ Ports with 375 W Power Budget
2 x Combo mini-GBIC Ports
QoS Support
IPv4 / IPv6 Support
Advanced Security Management
Auto Voice VLAN Capabilities
Energy-Efficient
Mac, Windows, Linux Compatible",Other,,Networking,1150
Conference Room IT Accessories,,"Item                                                                Cost Per               Qty         Total Cost 
Tripod         COMINU049333                        77.00 per             1             77.00
Cable Raceway         4330218590                24.00 per             5             120.00
Carpet Tape        CECOMINOD058679        17.00 per             1             17.00     
Extension cable        939-001487                105.00 per           1             105.00
                                                                                          
                                                            Total Cost:          $319.00
",Other,,Misc.,319
